GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,Ethnic group in Scotland [S] : Total\ Ethnic group (Scotland) - Unit : Persons,Ethnic group in Scotland [S] : White - Unit : Persons,Ethnic group in Scotland [S] : White\ Scottish - Unit : Persons,Ethnic group in Scotland [S] : White\ Other British - Unit : Persons,Ethnic group in Scotland [S] : White\ Irish - Unit : Persons,Ethnic group in Scotland [S] : White\ Gypsy/Traveller - Unit : Persons,Ethnic group in Scotland [S] : White\ Polish - Unit : Persons,Ethnic group in Scotland [S] : White\ Other White - Unit : Persons,Ethnic group in Scotland [S] : Mixed or multiple ethnic groups\ Any mixed or multiple ethnic groups - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British\ Pakistani; Pakistani Scottish or Pakistani British - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British\ Indian; Indian Scottish or Indian British - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British\ Bangladeshi; Bangladeshi Scottish or Bangladeshi British - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British\ Chinese; Chinese Scottish or Chinese British - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British\ Other Asian - Unit : Persons,Ethnic group in Scotland [S] : African - Unit : Persons,Ethnic group in Scotland [S] : African\ African; African Scottish or African British - Unit : Persons,Ethnic group in Scotland [S] : African\ Other African - Unit : Persons,Ethnic group in Scotland [S] : Caribbean or Black - Unit : Persons,Ethnic group in Scotland [S] : Caribbean or Black\ Caribbean; Caribbean Scottish or Caribbean British - Unit : Persons,Ethnic group in Scotland [S] : Caribbean or Black\ Black; Black Scottish or Black British - Unit : Persons,Ethnic group in Scotland [S] : Caribbean or Black\ Other Caribbean or Black - Unit : Persons,Ethnic group in Scotland [S] : Other ethnic group - Unit : Persons,Ethnic group in Scotland [S] : Other ethnic group\ Arab; Arab Scottish or Arab British - Unit : Persons,Ethnic group in Scotland [S] : Other ethnic group\ Other ethnic group - Unit : Persons
S01013104,Dunblane West - 04,Lower Super Output Areas and Data Zones,LSOADZ,984,966,807,140,6,2,0,11,3,9,3,6,0,0,0,1,1,0,0,0,0,0,5,3,2
S01013105,Dunblane West - 05,Lower Super Output Areas and Data Zones,LSOADZ,901,894,719,144,17,0,0,14,3,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
S01013106,Carse of Stirling - 01,Lower Super Output Areas and Data Zones,LSOADZ,814,811,668,115,6,0,2,20,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
S01013107,Carse of Stirling - 02,Lower Super Output Areas and Data Zones,LSOADZ,663,660,530,114,11,0,0,5,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
S01013108,Carse of Stirling - 03,Lower Super Output Areas and Data Zones,LSOADZ,596,591,501,84,2,0,0,4,0,2,0,0,0,2,0,0,0,0,3,1,2,0,0,0,0
S01013109,Carse of Stirling - 04,Lower Super Output Areas and Data Zones,LSOADZ,1090,1079,873,141,10,0,5,50,2,8,0,1,0,0,7,0,0,0,1,1,0,0,0,0,0
S01013110,Carse of Stirling - 05,Lower Super Output Areas and Data Zones,LSOADZ,598,588,477,86,1,0,11,13,4,3,0,2,1,0,0,0,0,0,3,3,0,0,0,0,0
S01013111,Carse of Stirling - 06,Lower Super Output Areas and Data Zones,LSOADZ,457,449,332,106,6,0,1,4,3,4,1,0,0,2,1,0,0,0,0,0,0,0,1,0,1
S01013112,Callander and Trossachs - 01,Lower Super Output Areas and Data Zones,LSOADZ,652,647,536,98,4,0,3,6,0,0,0,0,0,0,0,4,4,0,1,1,0,0,0,0,0
S01013113,Callander and Trossachs - 02,Lower Super Output Areas and Data Zones,LSOADZ,815,808,719,66,12,0,1,10,0,1,1,0,0,0,0,2,2,0,0,0,0,0,4,0,4
S01013114,Callander and Trossachs - 03,Lower Super Output Areas and Data Zones,LSOADZ,814,796,578,152,5,4,19,38,5,9,4,0,0,1,4,3,3,0,1,0,0,1,0,0,0
S01013115,Callander and Trossachs - 04,Lower Super Output Areas and Data Zones,LSOADZ,624,616,487,88,8,1,8,24,2,1,0,0,0,0,1,0,0,0,5,5,0,0,0,0,0
S01013116,Callander and Trossachs - 05,Lower Super Output Areas and Data Zones,LSOADZ,761,759,584,140,9,0,3,23,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
S01013117,Highland - 01,Lower Super Output Areas and Data Zones,LSOADZ,636,632,507,86,2,0,5,32,0,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1
S01013118,Highland - 02,Lower Super Output Areas and Data Zones,LSOADZ,526,521,333,115,8,0,17,48,2,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
S01013119,Highland - 03,Lower Super Output Areas and Data Zones,LSOADZ,785,777,536,209,10,1,1,20,0,2,0,2,0,0,0,1,1,0,2,2,0,0,3,0,3
S01013120,Highland - 04,Lower Super Output Areas and Data Zones,LSOADZ,970,958,710,210,4,0,7,27,3,6,0,0,0,4,2,2,2,0,0,0,0,0,1,0,1
S01013121,Highland - 05,Lower Super Output Areas and Data Zones,LSOADZ,402,398,294,63,4,0,4,33,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
S01013122,IZ01 - 01,Lower Super Output Areas and Data Zones,LSOADZ,598,586,445,19,15,0,90,17,1,4,0,1,0,2,1,6,5,1,0,0,0,0,1,1,0
S01013123,IZ01 - 02,Lower Super Output Areas and Data Zones,LSOADZ,774,754,714,11,15,0,8,6,4,7,5,0,0,0,2,6,6,0,1,0,1,0,2,1,1
S01013124,IZ01 - 03,Lower Super Output Areas and Data Zones,LSOADZ,719,710,669,8,23,0,7,3,0,9,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0
S01013125,IZ01 - 04,Lower Super Output Areas and Data Zones,LSOADZ,798,794,747,19,18,0,6,4,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
S01013126,IZ01 - 05,Lower Super Output Areas and Data Zones,LSOADZ,743,733,695,11,24,0,3,0,0,7,0,3,0,2,2,3,3,0,0,0,0,0,0,0,0
S01013127,IZ01 - 06,Lower Super Output Areas and Data Zones,LSOADZ,853,832,785,18,14,1,11,3,9,11,9,0,0,2,0,0,0,0,0,0,0,0,1,0,1
S01013128,IZ02 - 01,Lower Super Output Areas and Data Zones,LSOADZ,624,606,570,16,15,0,3,2,2,8,0,6,0,1,1,3,3,0,0,0,0,0,5,5,0
S01013129,IZ02 - 02,Lower Super Output Areas and Data Zones,LSOADZ,1173,1139,1087,20,23,0,5,4,5,21,7,6,0,6,2,4,4,0,0,0,0,0,4,2,2
S01013130,IZ02 - 03,Lower Super Output Areas and Data Zones,LSOADZ,710,673,639,15,8,0,9,2,2,22,5,5,0,9,3,9,9,0,4,3,0,1,0,0,0
S01013131,IZ02 - 04,Lower Super Output Areas and Data Zones,LSOADZ,653,650,609,17,16,0,4,4,0,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0
S01013132,IZ02 - 05,Lower Super Output Areas and Data Zones,LSOADZ,587,576,550,12,14,0,0,0,1,7,3,2,0,2,0,3,3,0,0,0,0,0,0,0,0
S01013133,IZ02 - 06,Lower Super Output Areas and Data Zones,LSOADZ,894,889,848,19,12,0,6,4,0,4,3,0,0,0,1,0,0,0,0,0,0,0,1,1,0
S01013134,IZ03 - 01,Lower Super Output Areas and Data Zones,LSOADZ,840,825,789,18,12,1,1,4,1,12,6,1,1,1,3,1,1,0,0,0,0,0,1,1,0
S01013135,IZ03 - 02,Lower Super Output Areas and Data Zones,LSOADZ,771,754,717,16,10,4,6,1,3,12,0,7,0,5,0,1,1,0,0,0,0,0,1,1,0
S01013136,IZ03 - 03,Lower Super Output Areas and Data Zones,LSOADZ,928,910,872,19,11,0,6,2,0,18,1,8,0,9,0,0,0,0,0,0,0,0,0,0,0
S01013137,IZ03 - 04,Lower Super Output Areas and Data Zones,LSOADZ,745,735,696,10,24,0,3,2,1,5,1,0,0,4,0,4,4,0,0,0,0,0,0,0,0
S01013138,IZ03 - 05,Lower Super Output Areas and Data Zones,LSOADZ,704,688,663,14,2,0,5,4,1,7,0,4,0,0,3,5,5,0,0,0,0,0,3,3,0
S01013139,IZ03 - 06,Lower Super Output Areas and Data Zones,LSOADZ,878,853,809,13,22,1,0,8,8,9,0,4,0,3,2,5,5,0,3,3,0,0,0,0,0
S01013140,IZ03 - 07,Lower Super Output Areas and Data Zones,LSOADZ,816,803,764,14,16,1,3,5,2,9,0,5,0,0,4,0,0,0,1,1,0,0,1,1,0
S01013141,IZ04 - 01,Lower Super Output Areas and Data Zones,LSOADZ,647,640,613,11,7,0,9,0,5,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
S01013142,IZ04 - 02,Lower Super Output Areas and Data Zones,LSOADZ,863,842,812,19,10,0,0,1,4,10,3,5,0,1,1,5,5,0,2,2,0,0,0,0,0
S01013143,IZ04 - 03,Lower Super Output Areas and Data Zones,LSOADZ,853,835,795,16,17,0,0,7,0,17,3,9,0,5,0,1,1,0,0,0,0,0,0,0,0
S01013144,IZ04 - 04,Lower Super Output Areas and Data Zones,LSOADZ,894,887,849,8,19,0,6,5,0,5,2,0,0,1,2,0,0,0,0,0,0,0,2,0,2
S01013145,IZ04 - 05,Lower Super Output Areas and Data Zones,LSOADZ,704,690,663,9,9,0,0,9,0,13,10,0,0,3,0,0,0,0,0,0,0,0,1,0,1
S01013146,IZ04 - 06,Lower Super Output Areas and Data Zones,LSOADZ,455,454,436,8,8,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S01013147,IZ05 - 01,Lower Super Output Areas and Data Zones,LSOADZ,726,696,659,10,16,3,0,8,5,19,4,10,0,1,4,5,5,0,0,0,0,0,1,0,1
S01013148,IZ05 - 02,Lower Super Output Areas and Data Zones,LSOADZ,757,743,702,19,16,0,0,6,1,13,3,3,1,0,6,0,0,0,0,0,0,0,0,0,0
S01013149,IZ05 - 03,Lower Super Output Areas and Data Zones,LSOADZ,824,813,776,25,9,0,0,3,1,6,1,0,0,1,4,0,0,0,0,0,0,0,4,0,4
S01013150,IZ05 - 04,Lower Super Output Areas and Data Zones,LSOADZ,846,831,784,37,9,0,0,1,5,9,0,1,0,4,4,0,0,0,0,0,0,0,1,0,1
S01013151,IZ05 - 05,Lower Super Output Areas and Data Zones,LSOADZ,569,562,532,20,9,0,0,1,2,5,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0
S01013152,IZ06 - 01,Lower Super Output Areas and Data Zones,LSOADZ,910,909,869,21,9,0,8,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
S01013153,IZ06 - 02,Lower Super Output Areas and Data Zones,LSOADZ,890,880,854,18,6,0,0,2,0,2,0,0,0,1,1,6,6,0,1,0,1,0,1,1,0
S01013154,IZ06 - 03,Lower Super Output Areas and Data Zones,LSOADZ,979,964,917,19,11,0,11,6,3,0,0,0,0,0,0,11,11,0,0,0,0,0,1,1,0
S01013155,IZ06 - 04,Lower Super Output Areas and Data Zones,LSOADZ,908,846,809,20,2,0,7,8,1,10,0,7,0,2,1,46,46,0,0,0,0,0,5,2,3
S01013156,IZ06 - 05,Lower Super Output Areas and Data Zones,LSOADZ,865,848,818,12,8,0,4,6,2,5,0,4,0,0,1,7,7,0,2,0,0,2,1,1,0
S01013157,IZ06 - 06,Lower Super Output Areas and Data Zones,LSOADZ,983,913,863,29,7,0,8,6,1,18,2,8,0,0,8,46,46,0,0,0,0,0,5,4,1
S01013158,IZ07 - 01,Lower Super Output Areas and Data Zones,LSOADZ,600,597,559,21,10,0,4,3,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
S01013159,IZ07 - 02,Lower Super Output Areas and Data Zones,LSOADZ,701,677,640,7,16,1,7,6,0,23,16,6,0,0,1,0,0,0,0,0,0,0,1,0,1
S01013160,IZ07 - 03,Lower Super Output Areas and Data Zones,LSOADZ,728,727,702,17,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S01013161,IZ07 - 04,Lower Super Output Areas and Data Zones,LSOADZ,1021,1009,980,20,7,0,1,1,4,6,2,0,0,4,0,1,1,0,0,0,0,0,1,1,0
S01013162,IZ07 - 05,Lower Super Output Areas and Data Zones,LSOADZ,815,809,780,17,6,0,0,6,1,2,0,1,0,0,1,3,3,0,0,0,0,0,0,0,0
S01013163,IZ07 - 06,Lower Super Output Areas and Data Zones,LSOADZ,702,695,669,13,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0
S01013164,IZ08 - 01,Lower Super Output Areas and Data Zones,LSOADZ,1064,1055,985,27,23,0,3,17,0,6,0,1,0,0,5,2,2,0,0,0,0,0,1,1,0
S01013165,IZ08 - 02,Lower Super Output Areas and Data Zones,LSOADZ,911,897,848,17,20,0,5,7,0,10,0,5,0,0,5,0,0,0,1,1,0,0,3,3,0
S01013166,IZ08 - 03,Lower Super Output Areas and Data Zones,LSOADZ,642,635,601,21,5,2,2,4,0,6,0,1,0,1,4,0,0,0,1,0,1,0,0,0,0
S01013167,IZ08 - 04,Lower Super Output Areas and Data Zones,LSOADZ,655,641,598,4,20,0,12,7,4,9,6,3,0,0,0,0,0,0,1,1,0,0,0,0,0
S01013168,IZ08 - 05,Lower Super Output Areas and Data Zones,LSOADZ,922,897,862,21,10,1,2,1,1,15,0,6,0,0,9,9,9,0,0,0,0,0,0,0,0
S01013169,IZ08 - 06,Lower Super Output Areas and Data Zones,LSOADZ,853,843,806,21,11,1,1,3,1,9,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0
S01013170,IZ08 - 07,Lower Super Output Areas and Data Zones,LSOADZ,528,525,510,4,5,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
S01013171,IZ09 - 01,Lower Super Output Areas and Data Zones,LSOADZ,679,665,634,18,9,0,3,1,0,14,1,10,0,3,0,0,0,0,0,0,0,0,0,0,0
S01013172,IZ09 - 02,Lower Super Output Areas and Data Zones,LSOADZ,749,738,707,15,11,0,2,3,2,7,2,0,0,0,5,0,0,0,0,0,0,0,2,0,2
S01013173,IZ09 - 03,Lower Super Output Areas and Data Zones,LSOADZ,799,790,765,11,10,0,0,4,2,6,0,4,0,2,0,1,1,0,0,0,0,0,0,0,0
S01013174,IZ09 - 04,Lower Super Output Areas and Data Zones,LSOADZ,793,792,750,11,29,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S01013175,IZ09 - 05,Lower Super Output Areas and Data Zones,LSOADZ,867,854,827,19,6,0,0,2,1,7,2,5,0,0,0,4,4,0,0,0,0,0,1,1,0
S01013176,IZ09 - 06,Lower Super Output Areas and Data Zones,LSOADZ,777,765,724,19,14,0,2,6,1,6,6,0,0,0,0,3,3,0,0,0,0,0,2,2,0
S01013177,IZ09 - 07,Lower Super Output Areas and Data Zones,LSOADZ,617,611,572,19,17,0,0,3,1,4,1,1,0,2,0,0,0,0,0,0,0,0,1,0,1
S01013178,IZ10 - 01,Lower Super Output Areas and Data Zones,LSOADZ,719,716,676,29,8,1,0,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0
S01013179,IZ10 - 02,Lower Super Output Areas and Data Zones,LSOADZ,789,774,735,24,5,0,2,8,1,13,8,4,0,1,0,1,1,0,0,0,0,0,0,0,0
S01013180,IZ10 - 03,Lower Super Output Areas and Data Zones,LSOADZ,434,419,398,19,1,0,0,1,1,14,5,4,0,1,4,0,0,0,0,0,0,0,0,0,0
S01013181,IZ10 - 04,Lower Super Output Areas and Data Zones,LSOADZ,718,716,678,27,9,0,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
S01013182,IZ10 - 05,Lower Super Output Areas and Data Zones,LSOADZ,743,739,708,13,16,0,0,2,0,4,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0
S01013183,IZ10 - 06,Lower Super Output Areas and Data Zones,LSOADZ,834,809,770,26,6,0,4,3,0,21,12,1,0,5,3,4,4,0,0,0,0,0,0,0,0
S01013184,IZ11 - 01,Lower Super Output Areas and Data Zones,LSOADZ,572,570,544,19,5,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
S01013185,IZ11 - 02,Lower Super Output Areas and Data Zones,LSOADZ,810,802,766,27,3,0,1,5,2,1,0,0,0,1,0,4,4,0,1,1,0,0,0,0,0
S01013186,IZ11 - 03,Lower Super Output Areas and Data Zones,LSOADZ,673,668,639,18,3,0,4,4,0,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
S01013187,IZ11 - 04,Lower Super Output Areas and Data Zones,LSOADZ,825,817,762,38,11,1,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
S01013188,IZ11 - 05,Lower Super Output Areas and Data Zones,LSOADZ,885,874,832,29,6,0,5,2,3,6,1,0,0,5,0,0,0,0,0,0,0,0,2,2,0
S01013189,IZ11 - 06,Lower Super Output Areas and Data Zones,LSOADZ,618,617,595,9,7,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S01013190,IZ11 - 07,Lower Super Output Areas and Data Zones,LSOADZ,805,796,768,16,6,0,0,6,0,8,6,1,0,0,1,0,0,0,0,0,0,0,1,1,0
S01013191,IZ12 - 01,Lower Super Output Areas and Data Zones,LSOADZ,1055,1039,995,32,3,3,3,3,1,15,10,4,0,0,1,0,0,0,0,0,0,0,0,0,0
S01013192,IZ12 - 02,Lower Super Output Areas and Data Zones,LSOADZ,952,930,886,20,16,2,2,4,2,20,3,13,0,1,3,0,0,0,0,0,0,0,0,0,0
S01013193,IZ12 - 03,Lower Super Output Areas and Data Zones,LSOADZ,649,642,590,33,11,0,2,6,0,3,0,1,0,1,1,4,4,0,0,0,0,0,0,0,0
S01013194,IZ12 - 04,Lower Super Output Areas and Data Zones,LSOADZ,568,564,532,13,9,3,0,7,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
S01013195,IZ12 - 05,Lower Super Output Areas and Data Zones,LSOADZ,991,965,878,66,17,0,0,4,0,20,5,5,0,7,3,1,1,0,0,0,0,0,5,1,4
S01013196,IZ12 - 06,Lower Super Output Areas and Data Zones,LSOADZ,626,622,579,23,15,0,1,4,1,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
S01013197,IZ12 - 07,Lower Super Output Areas and Data Zones,LSOADZ,577,573,540,10,14,0,1,8,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
S01013198,IZ12 - 08,Lower Super Output Areas and Data Zones,LSOADZ,803,797,745,25,15,0,2,10,2,2,1,0,1,0,0,0,0,0,2,1,1,0,0,0,0
S01013199,IZ13 - 01,Lower Super Output Areas and Data Zones,LSOADZ,907,878,817,38,15,3,0,5,2,21,10,9,0,1,1,2,1,1,3,0,3,0,1,0,1
S01013200,IZ13 - 02,Lower Super Output Areas and Data Zones,LSOADZ,727,708,619,40,20,27,0,2,2,17,7,4,0,4,2,0,0,0,0,0,0,0,0,0,0
S01013201,IZ13 - 03,Lower Super Output Areas and Data Zones,LSOADZ,741,738,692,38,6,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S01013202,IZ13 - 04,Lower Super Output Areas and Data Zones,LSOADZ,574,565,528,23,10,0,0,4,3,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
S01013203,IZ13 - 05,Lower Super Output Areas and Data Zones,LSOADZ,717,711,651,47,5,0,4,4,0,5,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0
S01013204,IZ13 - 06,Lower Super Output Areas and Data Zones,LSOADZ,793,773,695,69,3,0,0,6,6,13,0,2,1,6,4,1,1,0,0,0,0,0,0,0,0
S01013205,IZ13 - 07,Lower Super Output Areas and Data Zones,LSOADZ,629,622,570,35,6,0,0,11,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
S01013206,IZ13 - 08,Lower Super Output Areas and Data Zones,LSOADZ,627,618,572,28,4,9,2,3,3,2,1,1,0,0,0,3,3,0,0,0,0,0,1,1,0
S01013207,IZ14 - 01,Lower Super Output Areas and Data Zones,LSOADZ,787,768,726,30,4,3,1,4,3,11,6,0,0,0,5,1,1,0,0,0,0,0,4,4,0
S01013208,IZ14 - 02,Lower Super Output Areas and Data Zones,LSOADZ,919,915,864,33,3,1,6,8,1,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0
S01013209,IZ14 - 03,Lower Super Output Areas and Data Zones,LSOADZ,819,815,776,22,10,0,2,5,1,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0
S01013210,IZ14 - 04,Lower Super Output Areas and Data Zones,LSOADZ,588,579,548,27,2,0,0,2,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S01013211,IZ14 - 05,Lower Super Output Areas and Data Zones,LSOADZ,859,848,804,20,10,4,0,10,1,7,2,0,0,4,1,2,2,0,0,0,0,0,1,1,0
S01013212,IZ14 - 06,Lower Super Output Areas and Data Zones,LSOADZ,590,567,524,36,5,0,0,2,0,12,11,0,0,0,1,6,6,0,5,4,1,0,0,0,0
S01013213,IZ14 - 07,Lower Super Output Areas and Data Zones,LSOADZ,555,550,508,35,6,0,1,0,0,5,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
S01013214,IZ15 - 01,Lower Super Output Areas and Data Zones,LSOADZ,438,436,394,36,5,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S01013215,IZ15 - 02,Lower Super Output Areas and Data Zones,LSOADZ,762,752,702,41,1,1,1,6,0,5,0,5,0,0,0,4,4,0,0,0,0,0,1,1,0
S01013216,IZ15 - 03,Lower Super Output Areas and Data Zones,LSOADZ,588,585,556,18,6,0,0,5,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
S01013217,IZ15 - 04,Lower Super Output Areas and Data Zones,LSOADZ,676,672,637,23,5,0,0,7,1,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
S01013218,IZ15 - 05,Lower Super Output Areas and Data Zones,LSOADZ,609,603,581,14,4,2,0,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,3
S01013219,IZ15 - 06,Lower Super Output Areas and Data Zones,LSOADZ,527,525,496,22,5,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
S01013220,IZ15 - 07,Lower Super Output Areas and Data Zones,LSOADZ,696,695,659,34,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S01013221,IZ15 - 08,Lower Super Output Areas and Data Zones,LSOADZ,907,902,847,27,5,12,4,7,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
S01013222,IZ15 - 09,Lower Super Output Areas and Data Zones,LSOADZ,595,581,549,12,5,3,12,0,0,9,1,4,0,1,3,1,1,0,0,0,0,0,4,4,0
S01013223,IZ16 - 01,Lower Super Output Areas and Data Zones,LSOADZ,1123,1101,1049,40,8,0,4,0,4,18,1,8,0,3,6,0,0,0,0,0,0,0,0,0,0
S01013224,IZ16 - 02,Lower Super Output Areas and Data Zones,LSOADZ,814,813,776,28,5,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S01013225,IZ16 - 03,Lower Super Output Areas and Data Zones,LSOADZ,812,798,761,29,2,0,4,2,2,10,1,6,0,0,3,1,1,0,0,0,0,0,1,1,0
S01013226,IZ16 - 04,Lower Super Output Areas and Data Zones,LSOADZ,514,508,469,32,2,0,2,3,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S01013227,IZ16 - 05,Lower Super Output Areas and Data Zones,LSOADZ,703,698,671,17,9,0,0,1,0,4,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0
S01013228,IZ17 - 01,Lower Super Output Areas and Data Zones,LSOADZ,702,698,652,28,10,1,4,3,0,3,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0
S01013229,IZ17 - 02,Lower Super Output Areas and Data Zones,LSOADZ,772,769,736,25,6,1,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
S01013230,IZ17 - 03,Lower Super Output Areas and Data Zones,LSOADZ,654,647,620,15,6,0,4,2,0,6,1,4,0,0,1,0,0,0,0,0,0,0,1,1,0
S01013231,IZ17 - 04,Lower Super Output Areas and Data Zones,LSOADZ,732,720,693,12,8,0,3,4,0,12,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0
S01013232,IZ17 - 05,Lower Super Output Areas and Data Zones,LSOADZ,691,684,663,12,4,0,0,5,2,4,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1
S01013233,IZ17 - 06,Lower Super Output Areas and Data Zones,LSOADZ,579,561,509,35,4,0,1,12,1,15,0,10,0,5,0,0,0,0,0,0,0,0,2,1,1
S01013234,IZ17 - 07,Lower Super Output Areas and Data Zones,LSOADZ,383,374,330,36,3,0,0,5,0,9,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
S01013235,IZ17 - 08,Lower Super Output Areas and Data Zones,LSOADZ,760,753,698,39,6,0,6,4,1,6,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0
S01013236,IZ17 - 09,Lower Super Output Areas and Data Zones,LSOADZ,872,860,803,44,2,0,0,11,2,9,0,3,0,5,1,0,0,0,0,0,0,0,1,0,1
S01013237,IZ18 - 01,Lower Super Output Areas and Data Zones,LSOADZ,819,808,745,43,14,0,4,2,1,5,0,0,0,4,1,2,2,0,0,0,0,0,3,3,0
S01013238,IZ18 - 02,Lower Super Output Areas and Data Zones,LSOADZ,767,760,710,28,15,2,0,5,1,6,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
S01013239,IZ18 - 03,Lower Super Output Areas and Data Zones,LSOADZ,885,881,828,43,5,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
S01013240,IZ18 - 04,Lower Super Output Areas and Data Zones,LSOADZ,534,522,490,26,0,0,5,1,4,1,1,0,0,0,0,7,7,0,0,0,0,0,0,0,0
S01013241,IZ18 - 05,Lower Super Output Areas and Data Zones,LSOADZ,821,810,738,49,9,2,1,11,6,5,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0
S01013242,IZ18 - 06,Lower Super Output Areas and Data Zones,LSOADZ,603,601,534,56,3,1,3,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
S01013243,Fauldhouse - 01,Lower Super Output Areas and Data Zones,LSOADZ,735,726,668,16,1,0,36,5,0,8,0,3,0,2,3,0,0,0,1,1,0,0,0,0,0
S01013244,Fauldhouse - 02,Lower Super Output Areas and Data Zones,LSOADZ,752,742,717,15,10,0,0,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0
S01013245,Fauldhouse - 03,Lower Super Output Areas and Data Zones,LSOADZ,1009,992,933,48,1,5,3,2,0,16,14,2,0,0,0,1,1,0,0,0,0,0,0,0,0
S01013246,Fauldhouse - 04,Lower Super Output Areas and Data Zones,LSOADZ,467,467,429,29,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S01013247,Fauldhouse - 05,Lower Super Output Areas and Data Zones,LSOADZ,791,789,757,17,3,5,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S01013248,Fauldhouse - 06,Lower Super Output Areas and Data Zones,LSOADZ,629,628,599,15,3,1,8,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
S01013249,Fauldhouse - 07,Lower Super Output Areas and Data Zones,LSOADZ,460,460,428,20,6,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
