GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,Ethnic group in Scotland [S] : Total\ Ethnic group (Scotland) - Unit : Persons,Ethnic group in Scotland [S] : White - Unit : Persons,Ethnic group in Scotland [S] : White\ Scottish - Unit : Persons,Ethnic group in Scotland [S] : White\ Other British - Unit : Persons,Ethnic group in Scotland [S] : White\ Irish - Unit : Persons,Ethnic group in Scotland [S] : White\ Gypsy/Traveller - Unit : Persons,Ethnic group in Scotland [S] : White\ Polish - Unit : Persons,Ethnic group in Scotland [S] : White\ Other White - Unit : Persons,Ethnic group in Scotland [S] : Mixed or multiple ethnic groups\ Any mixed or multiple ethnic groups - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British\ Pakistani; Pakistani Scottish or Pakistani British - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British\ Indian; Indian Scottish or Indian British - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British\ Bangladeshi; Bangladeshi Scottish or Bangladeshi British - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British\ Chinese; Chinese Scottish or Chinese British - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British\ Other Asian - Unit : Persons,Ethnic group in Scotland [S] : African - Unit : Persons,Ethnic group in Scotland [S] : African\ African; African Scottish or African British - Unit : Persons,Ethnic group in Scotland [S] : African\ Other African - Unit : Persons,Ethnic group in Scotland [S] : Caribbean or Black - Unit : Persons,Ethnic group in Scotland [S] : Caribbean or Black\ Caribbean; Caribbean Scottish or Caribbean British - Unit : Persons,Ethnic group in Scotland [S] : Caribbean or Black\ Black; Black Scottish or Black British - Unit : Persons,Ethnic group in Scotland [S] : Caribbean or Black\ Other Caribbean or Black - Unit : Persons,Ethnic group in Scotland [S] : Other ethnic group - Unit : Persons,Ethnic group in Scotland [S] : Other ethnic group\ Arab; Arab Scottish or Arab British - Unit : Persons,Ethnic group in Scotland [S] : Other ethnic group\ Other ethnic group - Unit : Persons
S01007274,Kirriemuir - 04,Lower Super Output Areas and Data Zones,LSOADZ,827,814,721,64,6,4,7,12,0,12,2,3,1,6,0,0,0,0,1,0,1,0,0,0,0
S01007275,Kirriemuir - 05,Lower Super Output Areas and Data Zones,LSOADZ,590,578,510,48,2,0,12,6,0,12,1,8,0,3,0,0,0,0,0,0,0,0,0,0,0
S01007276,Kirriemuir - 06,Lower Super Output Areas and Data Zones,LSOADZ,850,843,753,76,0,0,3,11,1,1,0,1,0,0,0,3,3,0,1,0,0,1,1,1,0
S01007277,Kirriemuir - 07,Lower Super Output Areas and Data Zones,LSOADZ,756,752,643,100,3,1,0,5,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
S01007278,Kirriemuir - 08,Lower Super Output Areas and Data Zones,LSOADZ,542,539,475,60,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
S01007279,Angus Glens - 01,Lower Super Output Areas and Data Zones,LSOADZ,565,561,442,103,2,2,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
S01007280,Angus Glens - 02,Lower Super Output Areas and Data Zones,LSOADZ,570,561,473,76,1,0,0,11,2,2,1,0,0,1,0,0,0,0,0,0,0,0,5,5,0
S01007281,Angus Glens - 03,Lower Super Output Areas and Data Zones,LSOADZ,979,968,819,121,10,4,0,14,4,5,1,2,0,0,2,0,0,0,1,0,1,0,1,1,0
S01007282,Angus Glens - 04,Lower Super Output Areas and Data Zones,LSOADZ,538,532,427,84,1,3,11,6,3,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
S01007283,Angus Glens - 05,Lower Super Output Areas and Data Zones,LSOADZ,1023,1007,840,145,7,0,1,14,0,7,3,2,0,1,1,3,3,0,3,2,0,1,3,1,2
S01007284,"Mull; Iona; Coll and Tiree - 01",Lower Super Output Areas and Data Zones,LSOADZ,848,840,671,155,5,4,2,3,2,3,0,0,0,1,2,1,1,0,1,1,0,0,1,1,0
S01007285,"Mull; Iona; Coll and Tiree - 02",Lower Super Output Areas and Data Zones,LSOADZ,872,868,544,299,1,0,4,20,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
S01007286,"Mull; Iona; Coll and Tiree - 03",Lower Super Output Areas and Data Zones,LSOADZ,954,947,681,233,4,2,1,26,1,4,0,2,0,0,2,0,0,0,1,1,0,0,1,1,0
S01007287,"Mull; Iona; Coll and Tiree - 04",Lower Super Output Areas and Data Zones,LSOADZ,616,609,400,171,3,0,4,31,4,1,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
S01007288,"Mull; Iona; Coll and Tiree - 05",Lower Super Output Areas and Data Zones,LSOADZ,554,548,303,229,3,0,0,13,4,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
S01007289,Oban South - 01,Lower Super Output Areas and Data Zones,LSOADZ,798,795,668,109,1,0,2,15,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
S01007290,Oban South - 02,Lower Super Output Areas and Data Zones,LSOADZ,786,776,662,72,3,0,17,22,1,6,0,2,4,0,0,0,0,0,1,1,0,0,2,2,0
S01007291,Oban South - 03,Lower Super Output Areas and Data Zones,LSOADZ,690,681,605,44,9,3,12,8,3,3,0,1,0,0,2,3,3,0,0,0,0,0,0,0,0
S01007292,Oban South - 04,Lower Super Output Areas and Data Zones,LSOADZ,771,760,693,50,3,1,7,6,2,8,3,1,0,4,0,0,0,0,1,1,0,0,0,0,0
S01007293,Oban South - 05,Lower Super Output Areas and Data Zones,LSOADZ,786,760,693,31,4,0,21,11,4,7,2,0,0,0,5,9,9,0,5,5,0,0,1,1,0
S01007294,Oban South - 06,Lower Super Output Areas and Data Zones,LSOADZ,916,907,815,66,2,10,5,9,0,6,0,1,0,0,5,1,1,0,1,1,0,0,1,0,1
S01007295,Oban South - 07,Lower Super Output Areas and Data Zones,LSOADZ,520,512,451,33,1,0,22,5,2,3,0,3,0,0,0,1,1,0,1,0,1,0,1,0,1
S01007296,Oban South - 08,Lower Super Output Areas and Data Zones,LSOADZ,563,551,467,59,4,0,15,6,3,9,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0
S01007297,Oban North - 01,Lower Super Output Areas and Data Zones,LSOADZ,911,881,707,105,9,1,32,27,1,20,0,10,4,5,1,6,6,0,0,0,0,0,3,2,1
S01007298,Oban North - 02,Lower Super Output Areas and Data Zones,LSOADZ,532,523,462,35,4,0,15,7,5,3,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0
S01007299,Oban North - 03,Lower Super Output Areas and Data Zones,LSOADZ,854,836,667,79,7,0,30,53,6,7,5,1,0,0,1,5,5,0,0,0,0,0,0,0,0
S01007300,Oban North - 04,Lower Super Output Areas and Data Zones,LSOADZ,502,497,434,33,4,0,20,6,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1
S01007301,Benderloch Trail - 01,Lower Super Output Areas and Data Zones,LSOADZ,739,733,558,125,17,2,12,19,0,4,0,0,0,2,2,1,1,0,0,0,0,0,1,1,0
S01007302,Benderloch Trail - 02,Lower Super Output Areas and Data Zones,LSOADZ,625,624,556,49,6,2,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S01007303,Benderloch Trail - 03,Lower Super Output Areas and Data Zones,LSOADZ,925,915,669,202,4,5,7,28,5,5,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0
S01007304,Benderloch Trail - 04,Lower Super Output Areas and Data Zones,LSOADZ,693,690,511,140,7,0,4,28,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
S01007305,Benderloch Trail - 05,Lower Super Output Areas and Data Zones,LSOADZ,736,728,539,168,4,1,0,16,0,8,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0
S01007306,Benderloch Trail - 06,Lower Super Output Areas and Data Zones,LSOADZ,756,754,605,129,6,0,2,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
S01007307,Benderloch Trail - 07,Lower Super Output Areas and Data Zones,LSOADZ,786,774,563,195,4,0,0,12,5,5,0,4,0,1,0,1,1,0,0,0,0,0,1,0,1
S01007308,Loch Awe - 01,Lower Super Output Areas and Data Zones,LSOADZ,806,800,564,167,9,1,13,46,2,1,0,0,0,0,1,0,0,0,1,1,0,0,2,1,1
S01007309,Loch Awe - 02,Lower Super Output Areas and Data Zones,LSOADZ,645,639,399,212,2,0,4,22,2,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1
S01007310,Loch Awe - 03,Lower Super Output Areas and Data Zones,LSOADZ,808,801,493,284,11,1,0,12,3,1,0,0,0,0,1,2,2,0,0,0,0,0,1,0,1
S01007311,Mid Argyll - 01,Lower Super Output Areas and Data Zones,LSOADZ,769,757,646,60,2,1,9,39,6,1,0,1,0,0,0,4,4,0,0,0,0,0,1,0,1
S01007312,Mid Argyll - 02,Lower Super Output Areas and Data Zones,LSOADZ,770,763,580,161,6,2,7,7,1,5,0,1,0,3,1,0,0,0,1,1,0,0,0,0,0
S01007313,Mid Argyll - 03,Lower Super Output Areas and Data Zones,LSOADZ,972,962,664,268,6,4,7,13,6,2,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1
S01007314,Mid Argyll - 04,Lower Super Output Areas and Data Zones,LSOADZ,635,629,489,120,0,3,8,9,2,2,1,0,0,1,0,0,0,0,2,1,0,1,0,0,0
S01007315,Greater Lochgilphead - 01,Lower Super Output Areas and Data Zones,LSOADZ,940,935,830,83,5,0,4,13,0,4,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0
S01007316,Greater Lochgilphead - 02,Lower Super Output Areas and Data Zones,LSOADZ,861,853,772,69,3,1,0,8,2,3,1,0,0,0,2,1,1,0,0,0,0,0,2,0,2
S01007317,Greater Lochgilphead - 03,Lower Super Output Areas and Data Zones,LSOADZ,675,664,581,58,9,2,6,8,3,5,2,2,0,0,1,3,3,0,0,0,0,0,0,0,0
S01007318,Greater Lochgilphead - 04,Lower Super Output Areas and Data Zones,LSOADZ,607,592,522,56,2,0,2,10,7,5,1,0,1,0,3,2,2,0,1,1,0,0,0,0,0
S01007319,Greater Lochgilphead - 05,Lower Super Output Areas and Data Zones,LSOADZ,742,736,615,99,4,1,8,9,1,5,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0
S01007320,Knapdale - 01,Lower Super Output Areas and Data Zones,LSOADZ,747,736,513,187,8,2,11,15,0,10,0,5,0,0,5,0,0,0,0,0,0,0,1,0,1
S01007321,Knapdale - 02,Lower Super Output Areas and Data Zones,LSOADZ,595,592,414,158,7,1,5,7,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
S01007322,Knapdale - 03,Lower Super Output Areas and Data Zones,LSOADZ,730,725,603,94,8,3,1,16,1,3,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0
S01007323,Knapdale - 04,Lower Super Output Areas and Data Zones,LSOADZ,449,444,382,48,4,2,3,5,0,4,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0
S01007324,Whisky Isles - 01,Lower Super Output Areas and Data Zones,LSOADZ,328,321,216,90,2,0,3,10,5,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
S01007325,Whisky Isles - 02,Lower Super Output Areas and Data Zones,LSOADZ,833,822,637,154,4,1,4,22,1,8,0,5,0,3,0,2,2,0,0,0,0,0,0,0,0
S01007326,Whisky Isles - 03,Lower Super Output Areas and Data Zones,LSOADZ,765,764,658,97,4,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
S01007327,Whisky Isles - 04,Lower Super Output Areas and Data Zones,LSOADZ,784,779,692,62,11,2,4,8,0,3,1,0,0,1,1,0,0,0,0,0,0,0,2,1,1
S01007328,Whisky Isles - 05,Lower Super Output Areas and Data Zones,LSOADZ,846,844,767,52,3,1,1,20,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
S01007329,Kintyre Trail - 01,Lower Super Output Areas and Data Zones,LSOADZ,702,699,539,134,6,1,8,11,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
S01007330,Kintyre Trail - 02,Lower Super Output Areas and Data Zones,LSOADZ,778,773,569,190,6,0,1,7,1,2,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0
S01007331,Kintyre Trail - 03,Lower Super Output Areas and Data Zones,LSOADZ,986,977,825,128,4,4,7,9,3,6,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0
S01007332,Kintyre Trail - 04,Lower Super Output Areas and Data Zones,LSOADZ,505,503,413,75,6,0,1,8,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
S01007333,Campbeltown - 01,Lower Super Output Areas and Data Zones,LSOADZ,806,797,710,76,2,0,0,9,2,3,1,0,0,0,2,2,2,0,0,0,0,0,2,2,0
S01007334,Campbeltown - 02,Lower Super Output Areas and Data Zones,LSOADZ,750,733,654,60,10,0,1,8,3,10,5,0,5,0,0,4,4,0,0,0,0,0,0,0,0
S01007335,Campbeltown - 03,Lower Super Output Areas and Data Zones,LSOADZ,810,805,762,37,1,0,3,2,1,3,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0
S01007336,Campbeltown - 04,Lower Super Output Areas and Data Zones,LSOADZ,535,522,462,42,4,1,7,6,1,7,2,0,2,1,2,1,1,0,3,3,0,0,1,1,0
S01007337,Campbeltown - 05,Lower Super Output Areas and Data Zones,LSOADZ,658,657,602,41,5,0,1,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
S01007338,Campbeltown - 06,Lower Super Output Areas and Data Zones,LSOADZ,752,745,702,37,1,0,0,5,1,6,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0
S01007339,Campbeltown - 07,Lower Super Output Areas and Data Zones,LSOADZ,621,611,567,38,5,0,0,1,1,6,2,0,0,3,1,3,3,0,0,0,0,0,0,0,0
